전/월세,보증금,월세,공급면적,전용면적,층,남향
1,40000,0,52,28,5,0
1,37500,0,137,29,5,0
1,19000,0,33,33,3,0
1,30000,0,36,36,4,0
1,39000,0,47,29,5,0
0,1000,50,56,39,3,0
1,35000,0,32,25,5,1
1,19950,0,49,27,5,1
1,16500,0,23,19,5,0
1,28000,0,22,18,6,0
1,20000,0,23,16,6,0
1,32000,0,37,29,6,0
0,4000,20,25,25,2,0
1,36000,0,46,27,5,0
1,28000,0,22,18,5,1
1,43000,0,38,31,5,0
1,42000,0,34,28,5,0
1,36500,0,35,29,5,0
1,39000,0,35,29,5,0
1,39000,0,35,29,5,0
1,41000,0,34,29,5,0
1,36500,0,35,29,5,0
1,17700,0,35,35,2,1
1,32000,0,31,25,6,0
1,28000,0,22,18,5,1
1,42000,0,34,29,5,1
1,32000,0,22,18,5,1
0,15000,40,33,33,3,0
0,12000,64,31,25,5,0
1,28000,0,36,29,4,0
1,43000,0,35,29,5,0
1,42000,0,33,28,5,1
0,15000,40,33,33,3,0
0,15000,40,35,33,3,0
1,30000,0,33,27,5,1
0,13000,20,85,42,4,0
1,43000,0,36,28,5,0
1,36500,0,35,29,5,0
1,37500,0,45,29,5,0
0,1000,85,15,15,4,0
1,36500,0,45,29,5,0
1,15500,0,20,15,5,0
1,36500,0,35,29,5,0
1,20000,0,41,41,3,0
1,42000,0,46,29,6,0
1,8000,0,40,40,3,1
0,1000,50,33,33,2,1
1,23000,0,32,29,5,0
1,28000,0,36,36,4,0
0,18000,50,36,33,4,1
1,17000,0,41,30,2,0
1,42000,0,34,29,5,0
0,12000,10,18,12,4,0
1,19950,0,31,27,5,1
1,42000,0,34,29,5,0
0,2000,70,50,22,6,0
1,32000,0,32,25,6,0
1,20000,0,33,33,3,0
1,37000,0,35,29,5,0
1,43000,0,35,27,5,0
1,25000,0,33,29,5,0
0,12000,10,18,12,5,0
1,32000,0,42,25,6,0
1,8000,0,52,39,3,1
0,1000,85,33,26,4,1
1,39000,0,40,29,5,0
1,13000,0,85,42,4,0
1,25000,0,41,37,4,0
1,17700,0,35,35,2,1
1,43000,0,40,29,5,0
1,43000,0,33,29,5,0
0,15000,50,15,12,5,0
0,1000,80,28,28,5,1
1,15500,0,20,15,5,0
1,37500,0,46,29,5,0
1,39000,0,43,27,6,0
1,37000,0,35,29,5,0
1,36500,0,46,29,5,0
1,36500,0,46,29,5,0
1,42000,0,37,29,6,0
1,8000,0,29,25,2,0
1,37000,0,43,29,5,0
0,7000,30,33,33,3,0
1,35000,0,33,27,5,1
1,23000,0,55,50,3,0
1,32000,0,37,25,6,0
1,37000,0,46,29,5,0
1,36000,0,35,29,5,0
1,43000,0,42,39,5,0
1,32000,0,32,25,6,0
1,37500,0,49,29,5,0
1,42000,0,43,29,6,0
1,27000,0,22,18,5,1
1,21000,0,35,30,5,0
1,28000,0,31,22,6,0
0,2000,100,35,30,4,0
1,22000,0,39,32,5,0
1,42000,0,34,29,5,0
1,36500,0,35,29,5,0
1,28000,0,33,18,5,0
0,12000,64,31,25,5,0
1,42000,0,49,29,5,0
1,43000,0,52,32,5,0
1,42000,0,49,28,5,0
1,22000,0,32,27,5,0
1,25000,0,34,29,5,1
1,21000,0,34,34,2,1
1,8000,0,19,19,2,0
1,42000,0,49,29,5,0
1,43000,0,52,31,5,0
1,43000,0,32,28,5,0
1,42000,0,52,29,5,0
1,38000,0,35,27,6,1
1,18000,0,53,48,4,0
1,25000,0,43,37,4,0
1,26000,0,34,29,5,0
1,42000,0,37,29,6,1
1,42000,0,52,29,5,0
1,42000,0,34,29,5,1
1,43000,0,52,28,5,0
1,16500,0,23,19,5,1
1,20000,0,20,15,5,0
1,20000,0,43,30,5,1
1,43000,0,52,28,5,0
0,12000,15,18,12,5,0
0,12000,10,18,12,4,0
1,23000,0,44,40,3,0
0,12000,15,18,14,5,0
0,10000,50,43,30,5,1
0,2000,70,33,28,2,0
1,43000,0,52,29,5,0
1,43000,0,31,28,5,0
1,26000,0,34,29,5,0
1,17700,0,35,35,2,1
1,32000,0,32,25,6,0
1,14500,0,20,15,5,0
1,38000,0,35,29,5,0
1,25000,0,50,40,5,0
0,12000,20,20,14,5,0
0,12000,60,46,46,3,0
1,13000,0,38,38,2,0
1,43000,0,35,27,5,0
1,22000,0,36,32,5,0
0,12000,25,19,14,5,0
1,24000,0,40,29,5,0
1,28000,0,40,35,3,1
1,13000,0,56,33,2,1
1,39000,0,35,29,5,1
1,21000,0,47,39,5,0
1,37500,0,35,29,5,0
1,38000,0,42,27,6,1
1,37500,0,35,29,5,0
1,37000,0,35,29,5,0
1,43000,0,36,28,5,0
0,12000,59,31,25,5,0
1,43000,0,34,29,5,1
1,17700,0,35,35,2,1
1,20000,0,15,12,5,0
1,13500,0,31,24,3,1
1,36500,0,35,29,5,0
0,4000,85,30,25,2,0
1,43000,0,52,28,5,0
0,12000,20,50,14,5,0
1,20000,0,49,39,3,1
0,15000,30,39,29,5,0
1,13500,0,15,15,5,0
0,1000,70,41,36,2,1
1,43000,0,42,29,6,0
1,20000,0,23,16,6,1
1,17700,0,35,35,2,1
1,16300,0,23,19,5,0
1,15500,0,20,15,5,0
1,40000,0,43,35,4,1
1,37000,0,35,29,5,0
0,12000,15,14,14,5,0
1,36500,0,35,29,5,0
0,12000,30,16,16,5,0
1,38000,0,42,27,6,1
1,36500,0,35,29,5,0
0,12000,10,12,12,4,0
1,35000,0,34,27,5,0
1,35000,0,34,27,5,0
0,12000,30,19,19,4,0
1,39000,0,35,27,6,0
1,32000,0,32,25,6,0
0,12000,15,12,12,5,0
0,12000,15,12,12,5,0
0,12000,25,17,17,5,0
1,28000,0,41,36,5,0
1,24000,0,40,40,5,0
1,30000,0,33,27,5,1
1,34000,0,36,29,5,0
1,13500,0,50,15,5,0
1,32000,0,39,25,6,0
1,36500,0,45,29,5,0
1,37000,0,35,29,5,0
1,17700,0,70,33,2,1
1,37500,0,31,29,5,0
1,22000,0,41,34,5,1
1,37000,0,35,29,5,0
1,17700,0,35,35,2,0
1,36500,0,35,29,5,0
0,15000,40,35,30,4,0
1,15500,0,20,15,5,0
1,36500,0,35,29,5,0
0,4000,85,79,36,2,0
1,20000,0,41,40,3,1
0,4000,85,44,39,2,0
1,20000,0,22,17,5,0
1,20000,0,41,39,3,1
0,12000,64,31,25,5,1
1,37000,0,35,29,5,0
0,4000,85,39,39,2,1
1,14500,0,25,15,5,0
0,5000,80,36,36,2,1
0,12000,20,50,15,5,0
0,12000,64,31,25,5,1
1,13500,0,20,15,5,0
1,13500,0,20,15,5,0
1,35000,0,40,35,7,0
1,21000,0,25,22,5,0
1,17700,0,35,35,2,0
1,37500,0,35,29,5,0
1,39000,0,35,29,5,0
1,37000,0,35,29,5,0
1,17700,0,40,35,2,0
1,37000,0,35,29,5,0
1,35000,0,34,27,5,0
1,45000,0,38,31,5,0
1,36500,0,47,29,5,0
1,32000,0,23,19,6,0
0,4000,50,49,39,3,0
1,22000,0,49,32,5,1
1,37000,0,35,29,5,0
1,42000,0,34,29,5,0
1,40000,0,35,29,5,0
1,42000,0,34,29,5,0
1,36500,0,35,29,5,0
1,45000,0,35,29,5,0
0,7000,30,33,27,3,0
1,39000,0,35,27,6,0
0,12000,10,20,12,4,0
1,20000,0,22,20,5,0
1,37000,0,35,29,5,0
0,12000,30,25,19,4,0
0,15000,25,41,40,4,1
1,17700,0,35,35,2,1
1,15000,0,36,36,2,0
1,35000,0,35,29,5,0
1,36500,0,35,29,5,0
1,37500,0,35,29,5,0
1,39000,0,35,29,5,0
1,42000,0,103,29,6,0
1,36500,0,35,29,5,0
1,39000,0,45,25,5,0
1,36500,0,35,29,5,0
1,45000,0,103,29,6,0
0,12000,10,16,12,5,0
0,12000,10,18,12,5,0
1,21000,0,50,22,5,0
1,17700,0,35,35,2,0
1,17700,0,35,35,2,0
0,12000,64,25,25,5,0
0,12000,64,31,25,5,0
1,12000,0,23,17,5,0
1,34000,0,36,29,5,0
1,43000,0,59,29,5,0
1,29000,0,50,46,5,0
1,32000,0,32,25,6,0
1,42000,0,59,29,5,0
1,17700,0,35,35,2,1
1,24000,0,33,29,5,0
0,12000,64,31,25,5,0
1,17700,0,35,35,2,1
1,24000,0,23,16,6,0
1,14500,0,15,15,5,0
1,42000,0,42,29,6,0
1,42000,0,34,29,5,1
1,21000,0,24,20,5,0
1,15000,0,20,15,5,0
0,12000,10,18,12,4,0
1,43000,0,42,29,6,0
1,32000,0,42,25,6,0
0,1500,70,33,28,2,0
1,42000,0,38,29,5,0
0,0,50,19,15,3,1
1,42000,0,37,29,6,0
0,12000,10,18,12,4,0
1,32000,0,25,18,5,1
1,16000,0,56,41,3,0
1,42000,0,35,28,5,1
1,36500,0,47,29,5,0
1,42000,0,49,29,6,0
1,36000,0,35,29,5,0
1,42000,0,40,29,5,1
0,15000,40,71,23,3,0
1,34000,0,36,29,5,0
1,35000,0,32,25,5,0
1,17700,0,35,35,2,0
1,13500,0,20,15,5,0
1,43000,0,34,28,5,0
1,26000,0,35,31,3,1
1,45000,0,36,29,5,0
1,35000,0,32,25,5,0
1,37000,0,35,29,5,1
0,12000,60,32,26,6,1
1,36500,0,59,29,5,0
1,16500,0,23,19,5,1
1,36500,0,59,29,5,0
1,42000,0,34,29,5,0
1,42000,0,59,28,5,0
1,38000,0,59,27,6,0
1,32000,0,39,18,5,0
1,35000,0,40,35,7,0
1,45000,0,36,29,5,0
1,30000,0,36,36,4,1
1,36500,0,40,29,5,0
1,25000,0,45,40,5,0
1,22000,0,36,32,4,0
1,37000,0,35,29,5,0
1,32000,0,42,25,6,0
1,36500,0,35,29,5,1
1,23000,0,62,47,3,1
1,25000,0,33,29,5,1
1,43000,0,37,28,5,0
1,36500,0,45,29,5,0
1,17000,0,41,30,2,0
1,38000,0,59,27,6,0
1,12000,0,34,33,2,1
1,28000,0,26,23,5,0
1,30000,0,49,29,6,0
1,39500,0,35,29,5,0
1,32000,0,32,25,6,0
1,32000,0,25,18,5,1
0,12000,55,49,24,5,0
1,36000,0,34,27,5,1
1,37500,0,35,29,5,0
1,39000,0,35,29,5,0
1,21000,0,41,36,3,0
1,19900,0,35,35,2,1
1,42000,0,35,28,5,1
1,32000,0,32,25,6,0
1,37500,0,35,29,5,1
1,31000,0,36,36,4,1
1,36500,0,47,29,5,0
1,35000,0,33,27,5,1
1,19900,0,35,35,2,1
1,37500,0,45,29,5,0
1,25000,0,33,29,5,0
1,45000,0,37,29,6,0
1,37000,0,35,29,5,0
1,32000,0,40,25,6,0
1,32000,0,32,25,6,0
1,39000,0,43,27,6,0
1,36000,0,34,27,5,0
1,16500,0,23,19,5,0
1,42000,0,42,29,6,0
1,42000,0,40,29,5,1
1,35000,0,33,27,5,0
1,21000,0,25,22,5,0
1,32000,0,40,25,6,0
1,36500,0,34,29,5,0
1,38000,0,35,27,6,0
1,36000,0,59,27,5,0
1,43000,0,34,29,5,0
1,24000,0,29,29,5,0
1,20000,0,41,40,4,0
1,32000,0,31,22,6,0
1,45000,0,37,29,6,0
1,32000,0,32,25,6,0
1,36500,0,35,29,5,0
1,36500,0,35,29,5,0
1,20000,0,15,12,5,0
1,16000,0,34,26,4,1
0,15000,50,15,12,5,0
1,19900,0,35,35,2,1
1,42000,0,37,29,6,1
1,37000,0,35,29,5,0
1,36500,0,35,29,5,0
1,35000,0,35,29,5,1
1,29000,0,52,46,5,0
1,37000,0,29,29,5,0
1,36500,0,29,29,5,0
1,37000,0,35,29,5,0
1,26000,0,40,40,5,0
1,23000,0,41,41,3,0
1,36500,0,35,29,5,0
0,15000,50,50,12,5,0
0,15000,20,39,29,5,0
1,39000,0,59,27,6,0
1,32000,0,39,25,6,0
1,29000,0,52,46,5,0
1,29000,0,52,46,5,0
1,38000,0,35,27,6,0
1,42000,0,37,29,6,0
1,32000,0,32,25,6,0
1,39000,0,29,27,6,0
1,42000,0,30,29,6,0
1,29000,0,52,46,5,0
1,32000,0,22,18,5,1
1,45000,0,30,29,6,0
1,29000,0,52,46,5,0
1,43000,0,42,29,6,0
1,39000,0,35,27,6,0
1,36500,0,35,29,5,1
1,43000,0,34,29,5,0
1,43000,0,34,29,5,0
1,43000,0,42,29,6,0
1,36500,0,35,29,5,0
1,43000,0,34,29,5,0
0,1000,85,15,15,4,1
1,43000,0,40,29,5,0
1,43000,0,39,29,5,0
1,29000,0,52,46,5,0
1,17700,0,35,35,2,1
1,19000,0,23,16,6,1
0,13000,20,40,40,4,1
1,35000,0,40,35,7,0
1,26000,0,34,29,5,0
1,35000,0,40,35,7,0
1,20000,0,47,40,5,0
1,17000,0,21,18,8,0
1,25000,0,36,29,7,0
1,25000,0,36,29,7,0
1,23000,0,39,39,3,1
1,25000,0,45,27,8,0
1,23000,0,39,39,3,0
1,27560,0,45,22,8,0
1,16000,0,23,20,5,0
1,27560,0,40,22,8,0
1,23500,0,25,16,10,0
1,27300,0,36,22,8,0
1,31800,0,39,27,10,0
0,18000,20,25,16,10,0
1,27560,0,30,22,8,0
1,27560,0,33,22,8,0
1,50000,0,58,40,16,0
0,1000,60,44,22,7,0
1,24000,0,32,20,7,1
1,18000,0,68,26,4,0
0,18000,20,32,20,7,1
1,15000,0,35,26,4,0
1,32000,0,39,27,10,1
0,1000,50,23,19,8,1
1,12000,0,30,22,7,1
0,20000,25,45,27,8,0
1,19000,0,44,44,5,0
1,18900,0,32,15,9,0
1,37500,0,43,29,14,0
1,31800,0,39,27,10,1
1,28000,0,37,29,6,1
1,27300,0,36,27,12,1
1,29500,0,49,49,3,0
1,19000,0,44,44,5,0
1,23500,0,28,17,7,0
0,16000,20,44,44,5,0
1,27000,0,35,24,10,1
1,27000,0,35,24,10,1
0,5000,35,30,20,8,0
0,25000,42,42,36,13,0
1,27300,0,35,24,10,0
0,1000,45,23,19,8,1
1,25000,0,39,33,8,1
1,27000,0,35,24,10,1
0,20000,25,52,29,8,0
1,25000,0,78,39,8,0
1,38500,0,43,29,13,1
0,0,25,18,18,4,1
0,6000,79,35,24,10,0
0,25000,44,42,29,14,1
1,23500,0,28,17,7,0
1,29500,0,36,22,8,0
1,20000,0,47,40,5,0
0,25000,44,36,29,14,0
0,18000,20,28,17,7,1
0,5000,35,138,19,8,0
0,18000,20,27,16,10,0
0,25000,44,44,29,14,0
1,25000,0,40,37,7,1
0,20000,25,40,37,7,1
1,26000,0,40,36,8,0
0,4000,40,21,16,8,0
0,0,30,13,13,4,0
1,25000,0,66,33,8,0
0,9000,20,33,33,4,0
0,9000,20,33,16,4,0
0,18000,20,47,40,5,0
1,23000,0,39,39,3,1
0,0,41,33,18,4,0
1,29190,0,35,24,10,0
0,24000,5,45,27,8,0
1,25000,0,76,43,8,0
0,9000,25,36,36,4,0
1,27300,0,35,24,10,0
0,0,40,84,23,4,1
1,35400,0,35,29,6,1
1,23000,0,39,36,3,0
1,29400,0,35,24,10,0
1,28500,0,35,24,10,0
1,37500,0,43,29,14,0
1,37500,0,43,29,14,0
0,2000,100,28,17,7,0
0,2000,120,35,24,10,0
1,20000,0,32,18,6,0
1,28500,0,39,27,10,0
0,20000,20,42,29,7,0
1,12000,0,23,19,7,1
1,25000,0,29,29,8,0
1,29000,0,35,24,10,0
1,12000,0,21,19,7,1
1,12000,0,23,21,7,1
1,37500,0,43,29,14,0
1,12000,0,23,19,7,1
1,29300,0,35,24,10,0
0,25000,44,43,29,14,0
0,10000,75,40,35,8,0
0,10000,75,40,35,8,0
1,27000,0,35,24,10,1
1,25000,0,39,33,8,1
1,37500,0,43,29,14,0
1,12000,0,23,22,7,0
0,10000,75,45,32,8,0
0,0,47,16,13,7,0
1,25000,0,36,29,7,0
0,0,43,39,19,4,0
1,29400,0,35,24,10,0
0,25000,44,43,29,14,0
0,0,40,33,16,3,0
1,28550,0,34,29,7,1
0,25000,43,43,29,14,0
1,28000,0,34,29,7,1
0,1000,55,33,17,6,0
0,1000,50,12,12,3,0
1,29400,0,35,24,10,0
0,1000,70,60,30,7,1
1,19000,0,44,44,5,0
0,25000,44,42,29,14,0
0,16000,20,44,44,5,0
0,5000,35,20,16,8,0
0,25000,48,43,29,14,1
1,30000,0,39,27,10,0
1,26000,0,137,34,8,0
0,1000,55,42,21,7,0
0,25500,46,42,29,14,1
0,25000,47,43,29,14,1
1,28800,0,36,26,10,0
0,5000,35,25,19,8,0
1,29000,0,35,24,10,0
0,20000,25,49,39,8,0
1,37500,0,36,29,14,0
0,0,43,32,18,4,0
1,28000,0,55,47,3,1
0,25000,44,42,29,13,0
1,37500,0,43,29,14,0
1,37500,0,36,29,14,0
0,1000,45,13,13,2,1
0,0,40,6,6,4,0
0,5000,35,39,19,8,0
0,1000,55,39,19,7,0
1,37500,0,42,29,13,0
1,25000,0,45,45,4,1
1,12000,0,23,19,7,1
0,5000,35,21,16,8,0
1,29500,0,31,27,7,0
1,22500,0,26,16,10,1
1,37500,0,42,29,14,0
0,24000,5,45,27,8,0
0,10000,75,40,30,8,0
0,10000,75,40,30,8,0
0,24000,5,45,27,8,0
1,25000,0,42,29,8,0
1,25000,0,42,29,8,0
1,31000,0,36,28,7,0
0,5000,35,35,25,8,0
0,20000,55,43,29,14,1
1,38500,0,43,29,14,0
0,25000,44,43,29,14,1
1,31200,0,42,29,6,0
1,29500,0,42,29,6,0
1,6500,0,46,15,4,0
1,37500,0,43,29,14,0
1,28500,0,49,41,3,0
1,31000,0,35,24,10,0
0,26500,42,43,29,14,1
0,25500,42,43,29,14,0
1,37500,0,43,29,14,1
1,29190,0,35,24,10,0
0,25500,42,42,29,13,0
0,25000,47,42,29,14,1
1,38500,0,43,29,13,1
1,25000,0,42,29,8,0
0,0,50,17,15,5,0
0,25000,43,43,29,14,1
1,38500,0,43,29,14,1
0,0,65,31,31,4,0
0,25000,44,43,29,14,0
1,25000,0,49,33,8,0
0,0,40,20,16,4,0
1,38500,0,43,29,14,1
0,0,30,18,18,4,1
1,37500,0,43,29,14,0
0,0,30,18,18,4,1
0,30000,26,43,29,14,0
1,20000,0,44,44,5,0
0,20000,20,42,29,8,0
0,1000,100,28,17,7,0
0,20000,20,42,29,8,0
1,37500,0,43,29,14,1
1,38500,0,43,29,14,1
1,37500,0,43,29,14,1
1,28400,0,39,27,10,0
1,55000,0,57,38,19,0
0,5000,35,40,20,8,0
0,25000,47,43,29,14,1
0,20000,20,42,29,8,0
0,25000,44,43,29,14,0
1,38500,0,43,29,14,1
0,0,40,15,15,4,0
0,0,53,27,27,3,0
1,35000,0,83,46,14,0
0,25000,43,43,29,14,1
1,30000,0,37,29,6,0
1,38500,0,43,29,14,1
0,25000,44,43,29,14,1
1,29000,0,35,24,10,1
0,25000,44,43,29,14,0
1,27000,0,35,24,10,1
1,12000,0,30,22,7,0
1,25000,0,26,26,6,1
1,23000,0,40,40,3,0
1,28500,0,35,24,10,0
0,0,53,33,29,3,0
1,50000,0,58,40,16,0
0,1000,50,21,20,8,0
1,50000,0,58,40,16,0
1,33900,0,45,28,7,0
1,27000,0,51,31,7,0
1,33900,0,40,25,7,0
1,34200,0,33,25,5,0
1,27000,0,51,31,7,0
0,1000,70,23,16,7,0
1,31000,0,35,29,6,0
0,5000,110,40,29,6,0
0,1000,70,23,16,7,0
0,1000,70,23,16,7,0
0,2000,125,37,29,6,0
0,1000,70,20,20,7,0
0,5000,110,35,29,6,0
1,26000,0,30,28,6,0
0,1000,65,49,37,5,0
1,29000,0,48,34,9,0
1,13300,0,25,16,5,1
0,28500,10,40,29,5,0
0,5000,110,37,29,6,0
0,3000,120,37,29,6,0
1,26700,0,30,29,12,0
0,1000,65,52,31,7,0
1,14000,0,52,31,7,0
0,1000,50,25,19,9,1
1,28350,0,45,27,7,0
1,33075,0,37,28,7,0
1,26700,0,41,29,8,0
1,28350,0,40,27,7,0
1,33900,0,37,28,7,0
1,28350,0,30,27,9,0
1,28350,0,30,27,9,0
1,30000,0,35,29,6,0
0,1000,70,44,23,15,1
1,34000,0,33,25,7,0
1,30000,0,35,29,6,0
1,27800,0,59,31,11,0
1,34200,0,45,24,7,0
0,1000,70,39,19,7,0
1,31500,0,73,44,7,0
0,1000,70,46,23,7,0
1,33900,0,33,25,7,0
1,29800,0,39,28,6,0
0,1000,70,19,16,7,0
0,1000,70,43,22,7,0
0,1000,45,19,16,5,0
0,2000,95,30,17,7,0
1,27800,0,49,31,9,0
1,32000,0,47,29,6,0
0,0,52,19,12,6,0
1,34200,0,33,25,7,0
0,0,52,19,12,6,0
1,28500,0,30,29,6,0
0,1000,65,48,37,5,0
0,3000,110,45,26,7,0
1,33075,0,40,29,7,0
0,5000,130,30,27,7,0
1,32000,0,39,29,6,0
0,1000,45,23,19,5,0
0,10000,80,24,16,7,0
1,13300,0,25,16,5,0
1,32000,0,47,29,6,0
1,32000,0,30,29,6,0
0,3000,120,41,33,6,0
1,32000,0,136,29,6,0
1,34200,0,33,25,7,0
1,32000,0,29,29,5,0
1,28500,0,38,29,7,1
1,28500,0,38,29,6,0
1,27000,0,71,37,15,0
1,32000,0,30,29,6,0
1,32000,0,47,29,6,0
1,28500,0,38,29,6,0
1,28500,0,40,29,5,0
1,28350,0,37,27,7,0
1,28000,0,30,28,6,1
0,3000,130,41,33,6,0
1,28350,0,37,27,7,0
1,30000,0,40,29,7,1
1,28350,0,37,27,7,0
1,34200,0,37,28,5,0
0,5000,110,41,33,6,0
0,1500,60,49,37,5,1
0,1000,65,49,37,5,1
1,28500,0,38,29,6,0
1,28500,0,40,28,6,0
1,29400,0,40,29,6,0
1,28350,0,37,27,7,0
1,28500,0,38,29,6,0
0,2000,45,37,25,9,1
1,32000,0,46,29,6,1
1,30000,0,35,29,6,0
1,30000,0,41026,26,7,0
1,10000,0,18,13,5,0
1,31000,0,35,29,6,0
0,1000,50,30,21,9,1
0,0,48,66,26,2,0
1,26700,0,41,29,8,0
0,1000,50,42,21,9,0
1,33500,0,40,29,6,1
1,33500,0,37,29,6,1
1,26700,0,40,29,12,0
0,1000,50,25,19,5,0
1,34200,0,37,28,7,0
1,30000,0,40,29,7,1
0,3000,120,37,29,6,0
1,28350,0,37,27,7,1
0,3000,130,41,33,6,1
0,3000,120,41,33,6,1
0,1000,50,25,19,5,0
1,33075,0,40,29,7,0
0,15000,35,49,37,5,1
0,1000,45,41,34,2,0
0,10000,80,24,16,7,0
1,30000,0,39,25,7,0
1,13000,0,50,13,5,0
1,33075,0,40,29,7,0
1,33075,0,40,29,7,1
0,2000,40,25,19,5,0
1,30000,0,50,36,5,0
1,28000,0,30,28,6,0
0,28500,10,38,29,6,0
1,7000,0,16,16,9,0
0,1000,50,25,19,5,1
1,30000,0,40,29,7,0
1,30000,0,35,29,6,0
1,33075,0,40,29,8,0
0,1000,50,25,19,5,1
1,34200,0,33,25,7,0
1,7000,0,16,16,9,0
1,32200,0,29,29,7,0
1,30000,0,30,29,6,0
1,28000,0,51,31,7,0
1,30000,0,35,29,6,0
0,28500,10,38,29,6,1
1,29500,0,45,26,9,0
1,21000,0,39,21,8,1
0,5000,110,41,33,6,0
0,5000,25,21,15,5,0
1,34000,0,36,26,7,0
1,29000,0,45,34,9,0
1,29700,0,30,24,9,0
0,28500,10,38,29,6,0
0,5000,20,21,15,5,0
1,31000,0,40,28,6,0
1,27300,0,38,29,6,1
1,34500,0,33,25,7,0
1,28500,0,38,29,6,0
0,5000,110,40,33,6,0
0,5000,110,48,33,6,0
1,28000,0,51,31,7,0
1,34200,0,45,28,7,0
0,2000,45,43,23,9,0
0,5000,110,40,33,6,0
0,28500,10,38,29,6,0
0,28500,10,38,29,6,0
1,30000,0,30,27,7,0
0,28500,10,38,29,6,0
0,5000,25,21,15,5,0
1,27000,0,36,28,6,0
1,27000,0,71,37,15,0
0,1000,45,19,16,5,0
1,33000,0,36,26,7,0
0,10000,85,24,16,7,1
1,23500,0,41,29,6,0
1,27000,0,71,37,15,0
0,1000,45,19,16,5,0
1,30000,0,35,29,6,0
0,0,45,23,18,7,0
1,27000,0,71,37,15,0
0,6000,25,19,13,5,0
0,6000,25,13,13,6,0
1,12000,0,18,13,5,0
1,28000,0,41,26,7,1
1,26700,0,40,29,12,0
0,10000,85,24,16,7,1
1,30000,0,35,29,6,0
1,30000,0,35,29,6,1
1,33900,0,33,25,7,0
1,29300,0,40,28,6,0
1,30000,0,40,27,7,0
1,30000,0,35,29,6,0
0,0,45,16,16,3,1
0,0,50,16,16,3,1
